"FDR"	"mz_ml_files/A1"	"mz_ml_files/A2"	"mz_ml_files/A3"	"mz_ml_files/B1"	"mz_ml_files/B2"	"mz_ml_files/B3"	"mz_ml_files/C1"	"mz_ml_files/C2"	"mz_ml_files/C3"	"mz_ml_files/D1"	"mz_ml_files/D2"	"mz_ml_files/D3"
"HPRR4320092"	0.99996716	1.0	0.9966653	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320091"	1.0	1.0	1.0	0.96687442	1.0	1.0	0.89728355	0.94840962	0.92607754	0.95208824	0.96115553	0.79104227
"HPRR4320090"	1.0	1.0	0.9966653	0.97713053	1.0	1.0	1.0	1.0	1.0	0.9363637	1.0	1.0
"HPRR4320097"	1.0	1.0	1.0	1.0	1.0	0.96924508	1.0	1.0	0.99179858	1.0	1.0	1.0
"HPRR4320096"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320095"	1.0	0.96870989	1.0	1.0	1.0	1.0	0.99783844	0.93205005	1.0	1.0	1.0	1.0
"HPRR4320094"	0.98992956	0.96870989	0.9966653	0.97713053	0.94727278	0.96924508	1.0	1.0	1.0	0.64354569	1.0	0.95546913
"HPRR1320009"	1.0	8.3458355e-05	0.00011963589	0.97713053	1.0	0.96924508	2.9038949e-05	2.2270915e-06	2.4417623e-05	1.0	0.57554072	1.0
"HPRR4320035"	1.0	1.0	1.0	1.0	1.0	1.0	0.87026531	1.0	1.0	1.0	0.95635742	1.0
"HPRR4320329"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320328"	1.0	1.0	1.0	1.0	0.94727278	1.0	1.0	1.0	0.99179858	1.0	1.0	1.0
"HPRR4320325"	0.78048187	0.73852408	0.79813671	0.73204815	0.85493779	0.88522792	0.74620122	0.70047861	0.87480557	1.0	0.8851285	0.94350207
"HPRR4320324"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320327"	1.0	1.0	1.0	1.0	1.0	0.84070128	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320326"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320321"	0.86680496	0.94160128	0.95832956	1.0	0.94727278	0.93795919	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320320"	0.98813212	1.0	1.0	0.97713053	1.0	0.96924508	1.0	0.97108984	1.0	1.0	1.0	1.0
"HPRR4320323"	1.0	1.0	0.63251835	1.0	1.0	1.0	1.0	0.5575316	0.97194457	1.0	1.0	1.0
"HPRR4320322"	0.65434271	0.44388261	0.40937981	0.5167774	0.59881854	0.83035338	0.99381667	0.89666021	0.63466066	1.0	1.0	1.0
"HPRR2110489"	0.9800086	0.96870989	1.003513e-10	0.97713053	0.94727278	0.96924508	1.0	2.3980319e-06	1.8479897e-08	1.0	1.0	8.7920192e-08
"HPRR2490019"	0.40939784	1.0	0.69923627	0.0078179799	0.011209206	0.0019270652	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR1920021"	0.17776731	0.31413123	0.13149014	0.16749865	0.20320225	0.25422612	0.17038308	0.18474324	0.14374845	1.0	1.0	1.0
"HPRR4320039"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR2500368"	4.7502246e-05	6.9589805e-06	2.4696843e-05	1.0	1.0	1.0	1.085136e-06	5.6275939e-09	3.7324537e-07	1.0	1.0	1.0
"HPRR3730276"	1.0	0.96870989	0.18317819	0.018248416	0.002580524	0.0021368342	1.0	1.0	1.0	0.99680203	1.0	1.0
"HPRR2110056"	0.0001461873	0.00036979365	0.00012177929	0.97713053	0.94727278	1.0	4.2281346e-05	0.00058532617	8.7953616e-05	0.99808955	1.0	1.0
"HPRR4430109"	0.025982831	0.059557695	0.035861664	0.032288034	0.023471065	0.033821706	0.17363125	0.036779907	0.19598354	1.0	0.9452064	1.0
"HPRR590037"	0.0011741004	0.00059399765	0.0056589195	0.0032638647	0.0046870103	0.00064371701	0.00090508477	8.0292921e-05	0.12291835	1.0	1.0	1.0
"HPRR1951747"	0.99048865	0.0010043508	0.0010623627	1.0	1.0	1.0	0.0017769462	8.0030906e-05	0.00076523348	1.0	1.0	1.0
"HPRR4200118"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR232666"	1.0	0.92931217	1.0	1.0	1.0	1.0	1.0	1.0	0.99179858	1.0	1.0	1.0
"HPRR2440405"	0.036859959	0.0034684013	0.003355602	1.0	0.94727278	1.0	0.020814488	1.0	0.051583152	1.0	1.0	1.0
"HPRR2440154"	0.99359983	0.0070243357	0.0072383978	0.0051594446	1.0	0.96924508	0.015888942	0.019024188	0.0066246549	1.0	1.0	1.0
"HPRR4290896"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290895"	1.0	1.0	1.0	1.0	1.0	0.96924508	0.97769684	1.0	1.0	0.6675334	1.0	0.94964254
"HPRR4290892"	1.0	1.0	0.9966653	0.97713053	0.94727278	1.0	0.9993155	1.0	1.0	1.0	1.0	1.0
"HPRR4290891"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290890"	1.0	1.0	1.0	1.0	0.94727278	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290940"	1.0	1.0	1.0	1.0	0.94727278	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290943"	0.86751634	0.96861148	0.6267814	0.97713053	0.94727278	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290942"	1.0	1.0	1.0	1.0	1.0	0.96124583	1.0	0.97809726	1.0	1.0	1.0	1.0
"HPRR4290945"	0.91104072	0.93727142	0.7964313	0.87833589	0.85438079	0.96797633	0.89518625	0.94169444	1.0	1.0	1.0	1.0
"HPRR4290947"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290946"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290949"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290948"	1.0	0.96870989	0.9966653	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR3830190"	0.00082728121	0.00022143083	0.00027588697	0.00024806158	0.00052252476	0.0031575989	0.00013873287	0.00036586728	0.00032879261	1.0	0.00010345711	1.0
"HPRR4040007"	0.47558981	0.50617242	0.48746094	0.30926356	0.23626772	0.50635463	0.16522813	1.0	0.51370806	0.28188705	1.0	1.0
"HPRR3890141"	1.0	1.0	0.9966653	1.7059328e-06	0.017616715	0.00032526179	1.0018629e-06	0.98888975	8.0008009e-05	1.0	1.0	1.0
"HPRR4050491"	1.0	1.0	0.8936044	0.021926748	0.94727278	0.96924508	1.0	0.97567242	0.99179858	1.0	1.0	0.96829003
"HPRR4340006"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340007"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340004"	1.0	1.0	1.0	1.0	1.0	1.0	0.99043524	1.0	0.99179858	1.0	1.0	1.0
"HPRR4340005"	0.84190494	0.96870989	0.9966653	0.95353895	0.95279217	0.96924508	1.0	1.0	0.99179858	0.98326665	1.0	1.0
"HPRR4340002"	1.0	0.95977926	1.0	1.0	0.94727278	1.0	0.99293929	1.0	1.0	1.0	1.0	1.0
"HPRR4340003"	0.53636104	0.96870989	0.99041402	1.0	0.82469106	1.0	1.0	0.96970135	0.99179858	1.0	1.0	1.0
"HPRR4340001"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.74775666	1.0	1.0
"HPRR4440366"	0.98807973	0.0014668547	0.9966653	0.87354422	0.94727278	0.0037863243	1.0	0.90114588	0.98230958	1.0	1.0	1.0
"HPRR2760304"	0.5459283	0.50980997	0.27997386	0.8015604	0.24998017	0.66110021	0.26522413	0.49273944	0.37123549	1.0	1.0	1.0
"HPRR4340008"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340009"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.92415792	1.0	1.0	0.99171907	1.0
"HPRR4470196"	5.832002e-06	1.0	0.00031703172	0.085399836	0.037027147	0.00021361418	0.0024766414	1.0	0.00063438836	1.0	1.0	1.0
"HPRR4030471"	0.013636299	0.017469758	0.010689004	0.0050700339	0.0072199046	0.019885128	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4080136"	0.14950974	1.0	0.088241294	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320660"	0.25101867	0.50424868	0.24229345	0.88724983	0.62823033	0.80644894	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR3720679"	1.0	1.0	0.003431963	0.0053986721	1.0	0.0013953927	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320662"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320663"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320664"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320665"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320666"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320667"	1.0	0.59354746	0.99143773	1.0	0.94727278	0.96924508	0.90437645	0.96959323	0.93266344	1.0	1.0	1.0
"HPRR4320668"	1.0	1.0	1.0	1.0	1.0	0.96924508	1.0	0.96783245	0.99179858	1.0	1.0	1.0
"HPRR4320669"	1.0	1.0	1.0	1.0	1.0	1.0	0.81819749	1.0	1.0	1.0	1.0	1.0
"HPRR220635"	1.0	1.0	1.0	0.97713053	1.0	0.96924508	1.0	0.972583	1.0	1.0	1.0	1.0
"HPRR3910060"	0.10806973	0.038104158	0.03617017	0.97713053	1.0	0.94455814	0.028319484	0.00040741634	0.072516561	1.0	1.0	1.0
"HPRR4320452"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR2551632"	0.035916962	0.0064073792	0.0093022967	0.97713053	0.34807014	0.96924508	0.0072226804	0.0068840263	0.017997721	1.0	1.0	1.0
"HPRR4320404"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9984805	1.0	1.0
"HPRR4320405"	1.0	1.0	0.99324208	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320406"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.9286145	1.0	1.0	1.0
"HPRR4320407"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320400"	0.74130189	1.0	0.94931078	0.97713053	0.94727278	1.0	1.0	0.83459842	1.0	0.70511317	0.94023842	0.90386558
"HPRR4320401"	1.0	1.0	1.0	0.97713053	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320402"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320403"	1.0	1.0	1.0	1.0	1.0	1.0	0.89444387	0.97075516	0.99179858	1.0	1.0	1.0
"HPRR4320457"	1.0	1.0	1.0	0.90587914	0.94727278	1.0	1.0	1.0	0.30285874	1.0	1.0	1.0
"HPRR4320408"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320409"	1.0	1.0	1.0	0.97713053	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320456"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320455"	0.92681623	1.0	1.0	1.0	1.0	0.96924508	1.0	1.0	1.0	0.98797286	1.0	1.0
"HPRR4320454"	0.97544086	1.0	1.0	0.97713053	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320066"	0.88603342	0.9182111	0.95557642	0.95114332	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320067"	1.0	0.70183623	0.9966653	0.97713053	1.0	0.96924508	1.0	1.0	0.99179858	1.0	1.0	1.0
"HPRR4320064"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320065"	1.0	0.96870989	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR2551185"	9.1720729e-08	0.96870989	2.1732998e-07	1.0	1.0	1.0	1.1995819e-09	1.2314215e-09	1.4165956e-08	0.63556391	1.0	1.0
"HPRR2551184"	0.00063010573	0.00058312027	0.00011235717	1.0	0.00083712331	0.0010632046	0.00041611641	0.00051147357	0.00014201412	1.0	1.0	1.0
"HPRR4320060"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320061"	1.0	1.0	1.0	1.0	0.94727278	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR3890843"	5.6840978e-05	4.0573709e-06	0.013712036	1.2230544e-05	0.94727278	4.5511493e-05	0.94523299	0.91353261	0.97586471	1.0	0.82598281	1.0
"HPRR3890842"	0.99976826	1.0	1.0	0.97713053	1.0	0.061995007	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320068"	1.0	1.0	1.0	1.0	0.94727278	1.0	1.0	0.97493535	0.99179858	1.0	1.0	1.0
"HPRR4320069"	0.98700082	1.0	0.9966653	1.0	1.0	0.96924508	1.0	1.0	1.0	1.0	0.60640836	1.0
"HPRR4320538"	1.0	0.79721487	0.9966653	1.0	1.0	1.0	0.99796313	0.97010183	1.0	1.0	1.0	1.0
"HPRR4320539"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320248"	1.0	1.0	1.0	1.0	1.0	1.0	0.84663242	1.0	0.69156259	1.0	1.0	1.0
"HPRR4320249"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320530"	1.0	1.0	1.0	1.0	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320531"	1.0	0.93938631	1.0	1.0	1.0	1.0	0.98795056	0.8645407	1.0	1.0	1.0	1.0
"HPRR4320532"	0.67337006	0.60590816	0.99408823	0.9708904	1.0	1.0	1.0	1.0	0.77032369	1.0	1.0	1.0
"HPRR4320245"	1.0	0.69163316	0.85183465	0.96225423	0.94727278	0.84046888	0.7725479	0.77820301	0.6554786	1.0	1.0	0.89272821
"HPRR4320242"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320243"	1.0	1.0	0.9966653	0.97713053	1.0	0.95339191	1.0	1.0	0.96583551	0.9859466	1.0	1.0
"HPRR4320536"	0.99743772	1.0	1.0	0.96989149	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320537"	0.65757501	0.86506695	1.0	1.0	1.0	0.95051074	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320088"	0.99523097	1.0	1.0	0.97713053	0.94727278	0.90846133	0.9812519	0.96846223	0.99179858	1.0	1.0	0.99746907
"HPRR4320089"	0.9021979	1.0	0.9966653	1.0	0.94727278	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320080"	0.99702305	1.0	1.0	1.0	1.0	1.0	0.93105441	1.0	0.78383303	1.0	1.0	1.0
"HPRR4320081"	1.0	0.96870989	1.0	0.97713053	0.94727278	1.0	0.96291202	0.92009652	0.99179858	1.0	1.0	1.0
"HPRR4320082"	1.0	1.0	1.0	0.97587395	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320083"	1.0	1.0	1.0	1.0	0.94727278	1.0	1.0	0.97643477	0.87098199	1.0	1.0	1.0
"HPRR4320084"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.97850162	1.0	1.0
"HPRR4320085"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320086"	1.0	1.0	1.0	0.97713053	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320087"	1.0	1.0	1.0	1.0	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR3020476"	0.011886073	0.0054326574	0.0030509129	0.0021361439	0.0043321769	0.0033973565	0.0058543445	0.012127774	0.00080606079	1.0	1.0	1.0
"HPRR1950229"	0.97217417	1.0	0.0029453658	0.97713053	0.94727278	1.0	0.03789885	0.025558138	0.0007182472	1.0	1.0	1.0
"HPRR2320220"	0.0090474552	0.011181454	0.0067133992	0.0051379586	0.013687446	0.0068254233	0.0020764784	0.013012167	0.0066524968	1.0	1.0	1.0
"HPRR3090113"	1.0	0.00092024094	0.93832242	1.0	0.72463852	1.0	6.277611e-07	7.7342032e-05	6.0344115e-07	1.0	1.0	0.00069527497
"HPRR4320332"	1.0	1.0	0.99644202	0.97713053	1.0	0.96924508	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320333"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320330"	0.96300107	1.0	1.0	0.97713053	1.0	0.96924508	1.0	0.92049718	0.99156785	1.0	1.0	1.0
"HPRR4320331"	0.97902775	0.96870989	1.0	1.0	0.94727278	0.96870917	1.0	1.0	0.98977751	1.0	0.95300227	1.0
"HPRR4320336"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320337"	0.9885518	0.94730145	0.97592872	1.0	0.94727278	0.96502572	0.96296626	0.96744257	0.99179858	0.62602311	1.0	0.96012712
"HPRR4320334"	0.99126405	1.0	0.9966653	0.97713053	0.94727278	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320338"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320339"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.97282124	0.99179858	1.0	1.0	1.0
"HPRR4291041"	1.0	1.0	1.0	0.97713053	0.95373827	0.96924508	1.0	1.0	0.99179858	1.0	1.0	1.0
"HPRR4291040"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4291047"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4291046"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4291045"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4291044"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4190113"	0.13494247	0.27025318	0.11402707	0.3236016	0.22337206	0.21529172	0.0077059539	0.0045950199	0.0035654947	1.0	1.0	1.0
"HPRR4291049"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4291048"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR2540222"	0.017565435	0.017610291	0.013942258	0.024007052	0.048166815	0.030937986	0.0082891257	0.030316498	0.023863504	1.0	1.0	1.0
"HPRR4320429"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR3730192"	1.7482918e-07	1.9887787e-09	7.3044801e-09	2.0648615e-08	1.0	9.2966174e-10	2.2121149e-07	1.2006866e-09	9.045614e-09	1.0	1.0	1.0
"HPRR3760696"	0.00031424107	2.3182088e-06	1.2318407e-06	1.0	1.0	1.8988567e-07	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR3950217"	0.0068345894	0.024370339	0.0014635229	0.00022957295	0.0098761441	0.015289672	0.00072246057	9.2342678e-05	0.00018880327	1.0	1.0	1.0
"HPRR1952070"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR230870"	0.00013299081	5.1502616e-06	0.00010481363	1.8134907e-06	1.0	9.8927285e-06	0.13551222	0.94016057	0.99179858	1.0	1.0	1.0
"HPRR4290884"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290886"	0.92935055	1.0	1.0	1.0	1.0	1.0	1.0	0.84577149	1.0	1.0	1.0	1.0
"HPRR4290887"	1.0	0.96870989	0.9966653	1.0	0.9563514	0.96924508	1.0	0.98000461	1.0	1.0	1.0	1.0
"HPRR4290880"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290881"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290882"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290883"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR2750112"	0.11993366	0.51468545	0.38412821	0.05975537	0.24051885	0.34532717	0.11166354	0.36145085	0.42878419	1.0	1.0	1.0
"HPRR4290888"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4450234"	9.5805526e-06	0.28018332	0.28232923	1.0	0.94727278	1.8701409e-06	0.24526639	6.9579364e-05	4.5498371e-07	1.0	1.0	1.0
"HPRR4290954"	0.93323255	1.0	1.0	1.0	1.0	0.96924508	1.0	0.54582304	0.50589114	1.0	1.0	0.91542554
"HPRR4290950"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4290959"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.97047079	1.0	1.0	1.0	1.0
"HPRR4180150"	0.00035620393	1.8603781e-07	0.59298658	3.8962799e-08	0.00050120801	1.7758714e-08	0.41306993	0.36908242	1.0	1.0	1.0	1.0
"HPRR4320351"	1.0	0.84564352	1.0	0.9769758	0.9554671	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4030303"	0.24275607	0.17924444	0.2715528	0.2669774	0.48166156	0.35077563	0.10272726	0.24667776	0.22658986	1.0	1.0	1.0
"HPRR4320661"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR3730453"	1.0	1.0	0.9966653	1.0	1.0	4.3441273e-07	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR3071109"	0.0099560209	0.0084611988	0.0045341151	0.0062456331	0.0045600678	0.0059565953	0.84603393	0.9351784	0.95243686	1.0	1.0	1.0
"HPRR4050552"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320655"	0.98425829	0.96783257	1.0	0.97713053	0.95864445	0.96924508	1.0	0.9347505	1.0	1.0	1.0	1.0
"HPRR4320654"	1.0	1.0	1.0	1.0	1.0	1.0	0.91885096	1.0	1.0	1.0	1.0	1.0
"HPRR4320657"	0.98520887	0.96870989	0.9966653	0.97713053	1.0	0.96924508	0.95366716	0.95493567	0.99179637	1.0	1.0	1.0
"HPRR4320656"	1.0	0.96870989	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320651"	0.99167562	0.96850687	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320650"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320653"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320652"	0.97132599	0.96852213	0.9966653	1.0	1.0	1.0	0.9428274	0.9723773	0.99179858	1.0	1.0	1.0
"HPRR4320659"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320658"	1.0	1.0	1.0	0.97713053	1.0	0.96924508	1.0	0.97563106	1.0	1.0	1.0	1.0
"HPRR4340109"	1.0	1.0	1.0	0.97713053	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340108"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340107"	0.21091372	0.91288334	0.27224663	0.1327416	0.026169959	0.96540421	0.0022873036	1.0	0.0035254236	1.0	1.0	1.0
"HPRR4340106"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340105"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340104"	0.9712916	0.91714835	0.99624503	1.0	0.94727278	0.96921253	0.98875654	1.0	0.99179858	1.0	1.0	1.0
"HPRR4340103"	1.0	0.95374531	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4340102"	0.69775933	0.93958372	1.0	0.97511971	1.0	1.0	0.97186029	0.95731086	0.9682945	1.0	1.0	0.96460479
"HPRR4340101"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.99179858	1.0	1.0	1.0
"HPRR4340100"	0.9971301	1.0	0.96915996	1.0	1.0	0.92342252	1.0	0.97149569	0.99179858	1.0	1.0	1.0
"HPRR2550573"	9.4875802e-05	8.7040629e-05	7.541693e-05	0.00015356488	7.651242e-05	0.00010298222	0.00011407298	3.1018102e-05	6.8068497e-05	1.0	1.0	1.0
"HPRR4320509"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320508"	1.0	0.95222247	0.82722676	0.89550984	1.0	1.0	1.0	1.0	0.94336283	1.0	1.0	1.0
"HPRR4320505"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320504"	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320507"	0.8997224	1.0	0.9966653	0.96375501	1.0	0.96565604	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320506"	1.0	1.0	1.0	1.0	1.0	0.91191906	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320501"	0.95797247	0.95966792	0.95984685	1.0	0.94727278	0.96016794	0.95133537	0.9142766	1.0	1.0	0.96640432	0.99711138
"HPRR4320500"	1.0	1.0	0.93997014	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
"HPRR4320503"	1.0	1.0	0.92447817	1.0	1.0	1.0	0.98104596	1.0	1.0	1.0	1.0	1.0
"HPRR4320502"	1.0	0.96870989	0.8319248	0.2973052	0.94727278	0.68598974	1.0	1.0	0.69419378	0.9899472	1.0	1.0
"HPRR1951347"	0.4920105	0.44246793	0.56778091	1.0	1.0	1.0	0.36127916	0.66020125	0.32887992	1.0	1.0	1.0
"HPRR4320439"	1.0	1.0	1.0	1.0	1.0	1.0	0.97972482	1.0	0.99179858	1.0	0.92987972	1.0
